"Product Name","Product SKU","Template Name","Option Type","Option Title","Option ID","Option Value ID","Option Value Title",Price,"Price Type","Option Value SKU","Option Value Qty","Option Value Manage Stock","Option Value Cost","Option Value Description","Fast Ship","Custom Order","Tooltip Image","Tooltip Image Type","Base Image","Base Image Type","Images Data",mageworx_option_type_id
,,,drop_down,,52953,312910,"Cream (corrected)",850.0000,fixed,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448244"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c023cc2-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312911,"Black (aniline)",1250.0000,fixed,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448245"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c02d02e-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312912,"Pure white (aniline)",1250.0000,fixed,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448246"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c036163-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312913,"Cream (aniline)",1250.0000,fixed,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448247"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c03ef2f-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312914,"White (aniline)",1250.0000,fixed,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448248"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c0478ea-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312915,"Camel (aniline)",1250.0000,fixed,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448249"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c05020c-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312916,"Red (aniline)",1250.0000,fixed,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448250"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c0586d3-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52953,312917,"Coffee (aniline)",1250.0000,fixed,YTA017,0.00,0,0.00,,0,1,/y/t/yta017-coffee-aniline-soft.jpg,image,/y/t/yta017-coffee-aniline-soft.jpg,image,"[{""value"":""/y/t/yta017-coffee-aniline-soft.jpg"",""option_type_image_id"":""448251"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6c060c51-44e9-11e8-af31-0219d58c2290
"Scott armchair",yt-001312,,checkbox,"I have my own material/leather (COM/COL)",52954,312918,"Yes, I'd like to use my own material",10.0000,percent,,0.00,0,0.00,,0,1,,,,,,6c1d765c-44e9-11e8-af31-0219d58c2290
"Scott armchair",yt-001312,,checkbox,"Need It Faster? Rush Delivery Available.",52955,312919,Yes,12.0000,percent,,0.00,0,0.00,,0,0,,,,,,6c215bc1-44e9-11e8-af31-0219d58c2290
"Seneca sofa",yt-001311,,drop_down,"Select a color",52947,312866,"White (80/20)",0.0000,fixed,YT8006,0.00,0,0.00,,0,1,/c/l/cloud-yt8006-200x200_1.jpg,image,/c/l/cloud-yt8006-200x200_1.jpg,image,"[{""value"":""/c/l/cloud-yt8006-200x200_1.jpg"",""option_type_image_id"":""448252"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd020aef-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312867,"Wheat  (80/20)",0.0000,fixed,YT8007,0.00,0,0.00,,0,1,/s/m/smoke-yt8007-200x200_1.jpg,image,/s/m/smoke-yt8007-200x200_1.jpg,image,"[{""value"":""/s/m/smoke-yt8007-200x200_1.jpg"",""option_type_image_id"":""448253"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd029037-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312868,"Darkish (80/20)",0.0000,fixed,YT8008,0.00,0,0.00,,0,1,/c/h/charcoal-yt8008-200x200_2.jpg,image,/c/h/charcoal-yt8008-200x200_2.jpg,image,"[{""value"":""/c/h/charcoal-yt8008-200x200_2.jpg"",""option_type_image_id"":""448254"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd0320c2-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312869,"Black (80/20)",0.0000,fixed,YT8009,0.00,0,0.00,,0,1,/e/b/ebony-yt1003-200x200_1.jpg,image,/e/b/ebony-yt1003-200x200_1.jpg,image,"[{""value"":""/e/b/ebony-yt1003-200x200_1.jpg"",""option_type_image_id"":""448255"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd03b1f2-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312870,"Red (80/20)",0.0000,fixed,YT8004,0.00,0,0.00,,0,1,/c/r/crimson-yt8004-200x200_1.jpg,image,/c/r/crimson-yt8004-200x200_1.jpg,image,"[{""value"":""/c/r/crimson-yt8004-200x200_1.jpg"",""option_type_image_id"":""448256"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd044237-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312871,"Yellow (80/20)",0.0000,fixed,YT8015,0.00,0,0.00,,0,1,/b/u/butterscotch-yt8015-200x200_2.jpg,image,/b/u/butterscotch-yt8015-200x200_2.jpg,image,"[{""value"":""/b/u/butterscotch-yt8015-200x200_2.jpg"",""option_type_image_id"":""448257"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd04cf21-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312872,"Purple (100% wool)",15.0000,percent,YT1010,0.00,0,0.00,,0,1,/e/g/eggplant-yt8010-200x200_1.jpg,image,/e/g/eggplant-yt8010-200x200_1.jpg,image,"[{""value"":""/e/g/eggplant-yt8010-200x200_1.jpg"",""option_type_image_id"":""448258"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd055c3a-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312873,"Rose (100% wool)",15.0000,percent,YT1011,0.00,0,0.00,,0,1,/r/u/ruby-yt1011-200x200_1.jpg,image,/r/u/ruby-yt1011-200x200_1.jpg,image,"[{""value"":""/r/u/ruby-yt1011-200x200_1.jpg"",""option_type_image_id"":""448259"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd05f0f5-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312874,"Blue (100% wool)",15.0000,percent,YT1012,0.00,0,0.00,,0,1,/c/o/cornflower-yt1012-200x200_1.jpg,image,/c/o/cornflower-yt1012-200x200_1.jpg,image,"[{""value"":""/c/o/cornflower-yt1012-200x200_1.jpg"",""option_type_image_id"":""448260"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd067fef-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312875,"Emerald (100% wool)",15.0000,percent,YT1003,0.00,0,0.00,,0,1,/e/m/emerald-yt1003-200x200_1.jpg,image,/e/m/emerald-yt1003-200x200_1.jpg,image,"[{""value"":""/e/m/emerald-yt1003-200x200_1.jpg"",""option_type_image_id"":""448261"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd070458-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312876,"Green (100% wool)",15.0000,percent,YT1013,0.00,0,0.00,,0,1,/p/e/pea-yt1013-200x200_1.jpg,image,/p/e/pea-yt1013-200x200_1.jpg,image,"[{""value"":""/p/e/pea-yt1013-200x200_1.jpg"",""option_type_image_id"":""448262"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd07640e-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52947,312877,"Orange (100% wool)",15.0000,percent,YT8014,0.00,0,0.00,,0,1,/t/o/tomato-200x200-yt8014_1.jpg,image,/t/o/tomato-200x200-yt8014_1.jpg,image,"[{""value"":""/t/o/tomato-200x200-yt8014_1.jpg"",""option_type_image_id"":""448263"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd07f230-44e9-11e8-af31-0219d58c2290
"Seneca sofa",yt-001311,,drop_down,"Select a color:",52949,312886,"Black (corrected)",25.0000,percent,YTC015,0.00,0,0.00,,0,1,/y/t/ytc015-black-corrected-soft.jpg,image,/y/t/ytc015-black-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc015-black-corrected-soft.jpg"",""option_type_image_id"":""448272"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd25d7fc-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312887,"Cream (corrected)",25.0000,percent,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448273"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd26b12b-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312888,"Black (aniline)",33.0000,percent,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448274"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd273fca-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312889,"Pure white (aniline)",33.0000,percent,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448275"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd27c6b7-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312890,"Cream (aniline)",33.0000,percent,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448276"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd284dbe-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312891,"White (aniline)",33.0000,percent,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448277"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd28ca9b-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312892,"Camel (aniline)",33.0000,percent,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448278"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd29529a-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312893,"Red (aniline)",33.0000,percent,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448279"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd29e407-44e9-11e8-af31-0219d58c2290
,,,drop_down,,52949,312894,"Coffee (aniline)",33.0000,percent,YTA017,0.00,0,0.00,,0,1,/y/t/yta017-coffee-aniline-soft.jpg,image,/y/t/yta017-coffee-aniline-soft.jpg,image,"[{""value"":""/y/t/yta017-coffee-aniline-soft.jpg"",""option_type_image_id"":""448280"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",fd2a7271-44e9-11e8-af31-0219d58c2290
"Seneca sofa",yt-001311,,checkbox,"I have my own material/leather (COM/COL)",52950,312895,"Yes, I'd like to use my own material",10.0000,percent,,0.00,0,0.00,,0,1,,,,,,fd40b445-44e9-11e8-af31-0219d58c2290
"Seneca sofa",yt-001311,,checkbox,"Need It Faster? Rush Delivery Available.",52951,312896,Yes,12.0000,percent,,0.00,0,0.00,,0,0,,,,,,fd445cad-44e9-11e8-af31-0219d58c2290
"Seneca easy chair",yt-001310,,drop_down,"Select a color",52942,312835,"White (80/20)",0.0000,fixed,YT8006,0.00,0,0.00,,0,1,/c/l/cloud-yt8006-200x200_1.jpg,image,/c/l/cloud-yt8006-200x200_1.jpg,image,"[{""value"":""/c/l/cloud-yt8006-200x200_1.jpg"",""option_type_image_id"":""448281"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e963dcdc-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312836,"Wheat  (80/20)",0.0000,fixed,YT8007,0.00,0,0.00,,0,1,/s/m/smoke-yt8007-200x200_1.jpg,image,/s/m/smoke-yt8007-200x200_1.jpg,image,"[{""value"":""/s/m/smoke-yt8007-200x200_1.jpg"",""option_type_image_id"":""448282"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e96465ae-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312837,"Darkish (80/20)",0.0000,fixed,YT8008,0.00,0,0.00,,0,1,/c/h/charcoal-yt8008-200x200_2.jpg,image,/c/h/charcoal-yt8008-200x200_2.jpg,image,"[{""value"":""/c/h/charcoal-yt8008-200x200_2.jpg"",""option_type_image_id"":""448283"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e964f016-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312838,"Black (80/20)",0.0000,fixed,YT8009,0.00,0,0.00,,0,1,/e/b/ebony-yt1003-200x200_1.jpg,image,/e/b/ebony-yt1003-200x200_1.jpg,image,"[{""value"":""/e/b/ebony-yt1003-200x200_1.jpg"",""option_type_image_id"":""448284"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e965806c-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312839,"Red (80/20)",0.0000,fixed,YT8004,0.00,0,0.00,,0,1,/c/r/crimson-yt8004-200x200_1.jpg,image,/c/r/crimson-yt8004-200x200_1.jpg,image,"[{""value"":""/c/r/crimson-yt8004-200x200_1.jpg"",""option_type_image_id"":""448285"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9660f17-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312840,"Yellow (80/20)",0.0000,fixed,YT8015,0.00,0,0.00,,0,1,/b/u/butterscotch-yt8015-200x200_2.jpg,image,/b/u/butterscotch-yt8015-200x200_2.jpg,image,"[{""value"":""/b/u/butterscotch-yt8015-200x200_2.jpg"",""option_type_image_id"":""448286"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e966957e-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312841,"Purple (100% wool)",250.0000,fixed,YT1010,0.00,0,0.00,,0,1,/e/g/eggplant-yt8010-200x200_1.jpg,image,/e/g/eggplant-yt8010-200x200_1.jpg,image,"[{""value"":""/e/g/eggplant-yt8010-200x200_1.jpg"",""option_type_image_id"":""448287"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9671d8b-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312842,"Rose (100% wool)",250.0000,fixed,YT1011,0.00,0,0.00,,0,1,/r/u/ruby-yt1011-200x200_1.jpg,image,/r/u/ruby-yt1011-200x200_1.jpg,image,"[{""value"":""/r/u/ruby-yt1011-200x200_1.jpg"",""option_type_image_id"":""448288"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e967abac-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312843,"Blue (100% wool)",250.0000,fixed,YT1012,0.00,0,0.00,,0,1,/c/o/cornflower-yt1012-200x200_1.jpg,image,/c/o/cornflower-yt1012-200x200_1.jpg,image,"[{""value"":""/c/o/cornflower-yt1012-200x200_1.jpg"",""option_type_image_id"":""448289"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e968ec1e-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312844,"Emerald (100% wool)",250.0000,fixed,YT1003,0.00,0,0.00,,0,1,/e/m/emerald-yt1003-200x200_1.jpg,image,/e/m/emerald-yt1003-200x200_1.jpg,image,"[{""value"":""/e/m/emerald-yt1003-200x200_1.jpg"",""option_type_image_id"":""448290"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9697c8a-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312845,"Green (100% wool)",250.0000,fixed,YT1013,0.00,0,0.00,,0,1,/p/e/pea-yt1013-200x200_1.jpg,image,/p/e/pea-yt1013-200x200_1.jpg,image,"[{""value"":""/p/e/pea-yt1013-200x200_1.jpg"",""option_type_image_id"":""448291"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e969e2ff-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52942,312846,"Orange (100% wool)",250.0000,fixed,YT8014,0.00,0,0.00,,0,1,/t/o/tomato-200x200-yt8014_1.jpg,image,/t/o/tomato-200x200-yt8014_1.jpg,image,"[{""value"":""/t/o/tomato-200x200-yt8014_1.jpg"",""option_type_image_id"":""448292"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e96a716d-44ea-11e8-af31-0219d58c2290
"Seneca easy chair",yt-001310,,drop_down,"Select a color:",52943,312847,"Black (corrected)",450.0000,fixed,YTC015,0.00,0,0.00,,0,1,/y/t/ytc015-black-corrected-soft.jpg,image,/y/t/ytc015-black-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc015-black-corrected-soft.jpg"",""option_type_image_id"":""448293"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a230f6-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312848,"Cream (corrected)",450.0000,fixed,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448294"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a2b289-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312849,"Black (aniline)",750.0000,fixed,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448295"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a33520-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312850,"Pure white (aniline)",750.0000,fixed,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448296"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a3b856-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312851,"Cream (aniline)",750.0000,fixed,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448297"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a44853-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312852,"White (aniline)",750.0000,fixed,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448298"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a4d5c9-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312853,"Camel (aniline)",750.0000,fixed,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448299"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a55c63-44ea-11e8-af31-0219d58c2290
,,,drop_down,,52943,312854,"Red (aniline)",750.0000,fixed,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448300"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",e9a5c5e7-44ea-11e8-af31-0219d58c2290
