"Product Name","Product SKU","Template Name","Option Type","Option Title","Option ID","Option Value ID","Option Value Title",Price,"Price Type","Option Value SKU","Option Value Qty","Option Value Manage Stock","Option Value Cost","Option Value Description","Fast Ship","Custom Order","Tooltip Image","Tooltip Image Type","Base Image","Base Image Type","Images Data",mageworx_option_type_id
,,,drop_down,,52674,311175,"Yellow (80/20)",0.0000,fixed,YT8015,0.00,0,0.00,,0,1,/b/u/butterscotch-yt8015-200x200_2.jpg,image,/b/u/butterscotch-yt8015-200x200_2.jpg,image,"[{""value"":""/b/u/butterscotch-yt8015-200x200_2.jpg"",""option_type_image_id"":""448121"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a75be9b-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52674,311176,"Purple (100% wool)",230.0000,fixed,YT1010,0.00,0,0.00,,0,1,/e/g/eggplant-yt8010-200x200_1.jpg,image,/e/g/eggplant-yt8010-200x200_1.jpg,image,"[{""value"":""/e/g/eggplant-yt8010-200x200_1.jpg"",""option_type_image_id"":""448122"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a761a2e-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52674,311177,"Rose (100% wool)",230.0000,fixed,YT1011,0.00,0,0.00,,0,1,/r/u/ruby-yt1011-200x200_1.jpg,image,/r/u/ruby-yt1011-200x200_1.jpg,image,"[{""value"":""/r/u/ruby-yt1011-200x200_1.jpg"",""option_type_image_id"":""448123"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a76a0f8-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52674,311178,"Blue (100% wool)",230.0000,fixed,YT1012,0.00,0,0.00,,0,1,/c/o/cornflower-yt1012-200x200_1.jpg,image,/c/o/cornflower-yt1012-200x200_1.jpg,image,"[{""value"":""/c/o/cornflower-yt1012-200x200_1.jpg"",""option_type_image_id"":""448124"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a772791-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52674,311179,"Emerald (100% wool)",230.0000,fixed,YT1003,0.00,0,0.00,,0,1,/e/m/emerald-yt1003-200x200_1.jpg,image,/e/m/emerald-yt1003-200x200_1.jpg,image,"[{""value"":""/e/m/emerald-yt1003-200x200_1.jpg"",""option_type_image_id"":""448125"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a77adef-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52674,311180,"Green (100% wool)",230.0000,fixed,YT1013,0.00,0,0.00,,0,1,/p/e/pea-yt1013-200x200_1.jpg,image,/p/e/pea-yt1013-200x200_1.jpg,image,"[{""value"":""/p/e/pea-yt1013-200x200_1.jpg"",""option_type_image_id"":""448126"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a78398a-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52674,311181,"Orange (100% wool)",230.0000,fixed,YT8014,0.00,0,0.00,,0,1,/t/o/tomato-200x200-yt8014_1.jpg,image,/t/o/tomato-200x200-yt8014_1.jpg,image,"[{""value"":""/t/o/tomato-200x200-yt8014_1.jpg"",""option_type_image_id"":""448127"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a789ce5-44e2-11e8-af31-0219d58c2290
"Paris armchair",yt-001305,,drop_down,"Select a color:",52675,311182,"Black (corrected)",570.0000,fixed,YTC015,0.00,0,0.00,,0,1,/y/t/ytc015-black-corrected-soft.jpg,image,/y/t/ytc015-black-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc015-black-corrected-soft.jpg"",""option_type_image_id"":""448128"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6aae731e-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311183,"Cream (corrected)",570.0000,fixed,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448129"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6aaef50b-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311184,"Black (aniline)",870.0000,fixed,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448130"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6aaf72c4-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311185,"Pure white (aniline)",870.0000,fixed,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448131"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6aaff076-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311186,"Cream (aniline)",870.0000,fixed,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448132"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6ab0b558-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311187,"White (aniline)",870.0000,fixed,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448133"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6ab13a9a-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311188,"Camel (aniline)",870.0000,fixed,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448134"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6ab1c252-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311189,"Red (aniline)",870.0000,fixed,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448135"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6ab24b78-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52675,311190,"Coffee (aniline)",870.0000,fixed,YTA017,0.00,0,0.00,,0,1,/y/t/yta017-coffee-aniline-soft.jpg,image,/y/t/yta017-coffee-aniline-soft.jpg,image,"[{""value"":""/y/t/yta017-coffee-aniline-soft.jpg"",""option_type_image_id"":""448136"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6ab2cf7e-44e2-11e8-af31-0219d58c2290
"Paris armchair",yt-001305,,drop_down,"Select a color",52676,311191,"Tan (antique grain)",1370.0000,fixed,YTW009,0.00,0,0.00,,0,1,/y/t/ytw009-tan-anitque-waxy.jpg,image,/y/t/ytw009-tan-anitque-waxy.jpg,image,"[{""value"":""/y/t/ytw009-tan-anitque-waxy.jpg"",""option_type_image_id"":""448137"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a960112-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311192,"Dark tan (antique grain)",1370.0000,fixed,YTW010,0.00,0,0.00,,0,1,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,"[{""value"":""/y/t/ytw010-dark-tan-antique-waxy.jpg"",""option_type_image_id"":""448138"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a96898f-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311193,"Caramel (antique grain)",1370.0000,fixed,YTW019,0.00,0,0.00,,0,1,/y/t/ytw019-caramel-waxy-antique.jpg,image,/y/t/ytw019-caramel-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw019-caramel-waxy-antique.jpg"",""option_type_image_id"":""448139"",""title_text"":"""",""sort_order"":""2"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a970a80-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311194,"Dark burgundy (antique grain)",1370.0000,fixed,YTW020,0.00,0,0.00,,0,1,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw020-dark-burgundy-waxy-antique.jpg"",""option_type_image_id"":""448140"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a9790de-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311195,"Olive green (antique grain)",1370.0000,fixed,YTW021,0.00,0,0.00,,0,1,/y/t/ytw021-olive-green-waxy-antique.jpg,image,/y/t/ytw021-olive-green-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw021-olive-green-waxy-antique.jpg"",""option_type_image_id"":""448141"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a98159d-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311196,"Light grey (smooth grain)",1370.0000,fixed,YTW021,0.00,0,0.00,,0,1,/y/t/ytw018-light-grey-waxy-smooth.jpg,image,/y/t/ytw018-light-grey-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw018-light-grey-waxy-smooth.jpg"",""option_type_image_id"":""448142"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a989acf-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311197,"Dark brown (smooth grain)",1370.0000,fixed,YTW081,0.00,0,0.00,,0,1,/y/t/ytw081-dark-brown-waxy-smooth.jpg,image,/y/t/ytw081-dark-brown-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw081-dark-brown-waxy-smooth.jpg"",""option_type_image_id"":""448143"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a98f875-44e2-11e8-af31-0219d58c2290
,,,drop_down,,52676,311198,"Dark grey (smooth grain)",1370.0000,fixed,YTW082,0.00,0,0.00,,0,1,/y/t/ytw082-dark-grey-waxy-smooth.jpg,image,/y/t/ytw082-dark-grey-waxy-smooth.jpg,image,"[{""value"":""/y/t/ytw082-dark-grey-waxy-smooth.jpg"",""option_type_image_id"":""448144"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",6a99848a-44e2-11e8-af31-0219d58c2290
"Paris armchair",yt-001305,,checkbox,"I have my own material/leather (COM/COL)",52677,311199,"Yes, I'd like to use my own material",10.0000,percent,,0.00,0,0.00,,0,1,,,,,,6ac9423f-44e2-11e8-af31-0219d58c2290
"Paris armchair",yt-001305,,checkbox,"Need It Faster? Rush Delivery Available.",52678,311200,Yes,12.0000,percent,,0.00,0,0.00,,0,0,,,,,,6acd13ce-44e2-11e8-af31-0219d58c2290
"Gerry armchair",yt-001315,,drop_down,"Select a color",52691,311257,"White (80/20)",0.0000,fixed,YT8006,0.00,0,0.00,,0,1,/c/l/cloud-yt8006-200x200_1.jpg,image,/c/l/cloud-yt8006-200x200_1.jpg,image,"[{""value"":""/c/l/cloud-yt8006-200x200_1.jpg"",""option_type_image_id"":""448145"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8debacea-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311258,"Wheat  (80/20)",0.0000,fixed,YT8007,0.00,0,0.00,,0,1,/s/m/smoke-yt8007-200x200_1.jpg,image,/s/m/smoke-yt8007-200x200_1.jpg,image,"[{""value"":""/s/m/smoke-yt8007-200x200_1.jpg"",""option_type_image_id"":""448146"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8dec2eaf-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311259,"Darkish (80/20)",0.0000,fixed,YT8008,0.00,0,0.00,,0,1,/c/h/charcoal-yt8008-200x200_2.jpg,image,/c/h/charcoal-yt8008-200x200_2.jpg,image,"[{""value"":""/c/h/charcoal-yt8008-200x200_2.jpg"",""option_type_image_id"":""448147"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8decaf22-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311260,"Black (80/20)",0.0000,fixed,YT8009,0.00,0,0.00,,0,1,/e/b/ebony-yt1003-200x200_1.jpg,image,/e/b/ebony-yt1003-200x200_1.jpg,image,"[{""value"":""/e/b/ebony-yt1003-200x200_1.jpg"",""option_type_image_id"":""448148"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8ded0dba-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311261,"Red (80/20)",0.0000,fixed,YT8004,0.00,0,0.00,,0,1,/c/r/crimson-yt8004-200x200_1.jpg,image,/c/r/crimson-yt8004-200x200_1.jpg,image,"[{""value"":""/c/r/crimson-yt8004-200x200_1.jpg"",""option_type_image_id"":""448149"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8ded8db7-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311262,"Yellow (80/20)",0.0000,fixed,YT8015,0.00,0,0.00,,0,1,/b/u/butterscotch-yt8015-200x200_2.jpg,image,/b/u/butterscotch-yt8015-200x200_2.jpg,image,"[{""value"":""/b/u/butterscotch-yt8015-200x200_2.jpg"",""option_type_image_id"":""448150"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8dee0f5d-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311263,"Purple (100% wool)",100.0000,fixed,YT1010,0.00,0,0.00,,0,1,/e/g/eggplant-yt8010-200x200_1.jpg,image,/e/g/eggplant-yt8010-200x200_1.jpg,image,"[{""value"":""/e/g/eggplant-yt8010-200x200_1.jpg"",""option_type_image_id"":""448151"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8dee9fab-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311264,"Rose (100% wool)",100.0000,fixed,YT1011,0.00,0,0.00,,0,1,/r/u/ruby-yt1011-200x200_1.jpg,image,/r/u/ruby-yt1011-200x200_1.jpg,image,"[{""value"":""/r/u/ruby-yt1011-200x200_1.jpg"",""option_type_image_id"":""448152"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8def2de5-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311265,"Blue (100% wool)",100.0000,fixed,YT1012,0.00,0,0.00,,0,1,/c/o/cornflower-yt1012-200x200_1.jpg,image,/c/o/cornflower-yt1012-200x200_1.jpg,image,"[{""value"":""/c/o/cornflower-yt1012-200x200_1.jpg"",""option_type_image_id"":""448153"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8defbc7c-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311266,"Emerald (100% wool)",100.0000,fixed,YT1003,0.00,0,0.00,,0,1,/e/m/emerald-yt1003-200x200_1.jpg,image,/e/m/emerald-yt1003-200x200_1.jpg,image,"[{""value"":""/e/m/emerald-yt1003-200x200_1.jpg"",""option_type_image_id"":""448154"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8df01cc9-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311267,"Green (100% wool)",100.0000,fixed,YT1013,0.00,0,0.00,,0,1,/p/e/pea-yt1013-200x200_1.jpg,image,/p/e/pea-yt1013-200x200_1.jpg,image,"[{""value"":""/p/e/pea-yt1013-200x200_1.jpg"",""option_type_image_id"":""448155"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8df0a9fe-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52691,311268,"Orange (100% wool)",100.0000,fixed,YT8014,0.00,0,0.00,,0,1,/t/o/tomato-200x200-yt8014_1.jpg,image,/t/o/tomato-200x200-yt8014_1.jpg,image,"[{""value"":""/t/o/tomato-200x200-yt8014_1.jpg"",""option_type_image_id"":""448156"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8df12e81-44e3-11e8-af31-0219d58c2290
"Gerry armchair",yt-001315,,drop_down,"Select a color:",52692,311269,"Black (corrected)",300.0000,fixed,YTC015,0.00,0,0.00,,0,1,/y/t/ytc015-black-corrected-soft.jpg,image,/y/t/ytc015-black-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc015-black-corrected-soft.jpg"",""option_type_image_id"":""448157"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e10e6f6-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311270,"Cream (corrected)",300.0000,fixed,YTC014,0.00,0,0.00,,0,1,/y/t/ytc014-cream-corrected-soft.jpg,image,/y/t/ytc014-cream-corrected-soft.jpg,image,"[{""value"":""/y/t/ytc014-cream-corrected-soft.jpg"",""option_type_image_id"":""448158"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e116fb8-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311271,"Black (aniline)",400.0000,fixed,YTA007,0.00,0,0.00,,0,1,/y/t/yta007-black-aniline-soft.jpg,image,/y/t/yta007-black-aniline-soft.jpg,image,"[{""value"":""/y/t/yta007-black-aniline-soft.jpg"",""option_type_image_id"":""448159"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e12014a-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311272,"Pure white (aniline)",400.0000,fixed,YTA008,0.00,0,0.00,,0,1,/y/t/yta008-pure-white-aniline-soft.jpg,image,/y/t/yta008-pure-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta008-pure-white-aniline-soft.jpg"",""option_type_image_id"":""448160"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e129aa2-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311273,"Cream (aniline)",400.0000,fixed,YTA022,0.00,0,0.00,,0,1,/y/t/yta022-cream-aniline-soft.jpg,image,/y/t/yta022-cream-aniline-soft.jpg,image,"[{""value"":""/y/t/yta022-cream-aniline-soft.jpg"",""option_type_image_id"":""448161"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e132571-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311274,"White (aniline)",400.0000,fixed,WYA023,0.00,0,0.00,,0,1,/y/t/yta023-white-aniline-soft.jpg,image,/y/t/yta023-white-aniline-soft.jpg,image,"[{""value"":""/y/t/yta023-white-aniline-soft.jpg"",""option_type_image_id"":""448162"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e13830d-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311275,"Camel (aniline)",400.0000,fixed,YTA024,0.00,0,0.00,,0,1,/y/t/yta024-camel-aniline-soft.jpg,image,/y/t/yta024-camel-aniline-soft.jpg,image,"[{""value"":""/y/t/yta024-camel-aniline-soft.jpg"",""option_type_image_id"":""448163"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e140b65-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311276,"Red (aniline)",400.0000,fixed,YTA016,0.00,0,0.00,,0,1,/y/t/yta016-red-aniline-soft.jpg,image,/y/t/yta016-red-aniline-soft.jpg,image,"[{""value"":""/y/t/yta016-red-aniline-soft.jpg"",""option_type_image_id"":""448164"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e148c74-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52692,311277,"Coffee (aniline)",400.0000,fixed,YTA017,0.00,0,0.00,,0,1,/y/t/yta017-coffee-aniline-soft.jpg,image,/y/t/yta017-coffee-aniline-soft.jpg,image,"[{""value"":""/y/t/yta017-coffee-aniline-soft.jpg"",""option_type_image_id"":""448165"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e151bf4-44e3-11e8-af31-0219d58c2290
"Gerry armchair",yt-001315,,drop_down,"Select a color",52693,311278,"Tan (antique grain)",500.0000,fixed,YTW009,0.00,0,0.00,,0,1,/y/t/ytw009-tan-anitque-waxy.jpg,image,/y/t/ytw009-tan-anitque-waxy.jpg,image,"[{""value"":""/y/t/ytw009-tan-anitque-waxy.jpg"",""option_type_image_id"":""448166"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e2d2323-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52693,311279,"Dark tan (antique grain)",500.0000,fixed,YTW010,0.00,0,0.00,,0,1,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,/y/t/ytw010-dark-tan-antique-waxy.jpg,image,"[{""value"":""/y/t/ytw010-dark-tan-antique-waxy.jpg"",""option_type_image_id"":""448167"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e2da95c-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52693,311280,"Caramel (antique grain)",500.0000,fixed,YTW019,0.00,0,0.00,,0,1,/y/t/ytw019-caramel-waxy-antique.jpg,image,/y/t/ytw019-caramel-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw019-caramel-waxy-antique.jpg"",""option_type_image_id"":""448168"",""title_text"":"""",""sort_order"":""2"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e2e2a67-44e3-11e8-af31-0219d58c2290
,,,drop_down,,52693,311281,"Dark burgundy (antique grain)",500.0000,fixed,YTW020,0.00,0,0.00,,0,1,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,/y/t/ytw020-dark-burgundy-waxy-antique.jpg,image,"[{""value"":""/y/t/ytw020-dark-burgundy-waxy-antique.jpg"",""option_type_image_id"":""448169"",""title_text"":"""",""sort_order"":""1"",""base_image"":""1"",""replace_main_gallery_image"":""0"",""custom_media_type"":""image"",""color"":"""",""disabled"":""0"",""tooltip_image"":""1""}]",8e2eb4af-44e3-11e8-af31-0219d58c2290
