"Product Name","Product SKU","Template Name","Option Title","Option ID","Option Value ID","Option Value Title",Price,"Price Type","Option Value SKU","Option Value Qty","Option Value Manage Stock","Option Value Cost","Option Value Description","Fast Ship","Custom Order"
"Elma Armchair",ae-000005,"ae | 01A Aeon 3: Standard Leather","Standard Leather ",86085,507724,Black,0.0000,fixed,01A-ML001-Black,0.00,0,0.00,,0,1
,,,,86085,507725,"Chocolate brown",0.0000,fixed,01A-ML025-Chocolate-Brown,0.00,0,0.00,,0,1
,,,,86085,507726,Brown,0.0000,fixed,01A-ML005-Brown,0.00,0,0.00,,0,1
,,,,86085,507727,"Dark red",0.0000,fixed,01A-ML023-Dark-Red,0.00,0,0.00,,0,1
,,,,86085,507728,Red,0.0000,fixed,01A-ML003-Red,0.00,0,0.00,,0,1
,,,,86085,507729,Beige,0.0000,fixed,01A-ML004-Beige,0.00,0,0.00,,0,1
,,,,86085,507730,"Cream white",0.0000,fixed,01A-ML002-Cream-White,0.00,0,0.00,,0,1
,,,,86085,507731,White,0.0000,fixed,01A-ML007-White,0.00,0,0.00,,0,1
"Elma Armchair",ae-000005,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",86084,507719,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,86084,507720,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,86084,507721,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,86084,507722,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,86084,507723,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Elma Armchair",ae-000005,"aa | COM & RUSH","I Have My Own Material / Leather",86082,507717,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,0
"Elma Armchair",ae-000005,"aa | COM & RUSH","Need It Faster? Rush Delivery",86083,507718,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Depeyster Dining Chair - Metal",ae-000006,"ae | 01A Aeon 7: plywood veneer","Wood Finish",86353,509013,Walnut,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86353,509014,Cherry,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86353,509015,Rosewood,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86353,509016,"White oak",0.0000,fixed,,0.00,0,0.00,,0,1
"Depeyster Dining Chair - Metal",ae-000006,"aa | COM & RUSH","I Have My Own Material / Leather",86351,509011,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,0
"Depeyster Dining Chair - Metal",ae-000006,"aa | COM & RUSH","Need It Faster? Rush Delivery",86352,509012,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Deposit dining chair - padded",ae-000007,"ae | 01A Aeon 4: Cow Pony Hide Leather (premium)","Cow Hide Leather:",86900,511939,"Black, brown, white hair",0.0000,fixed,01A-ML008-Pony-A,0.00,0,0.00,,0,1
,,,,86900,511940,"Black and white hair",0.0000,fixed,01A-ML018-Pony-B,0.00,0,0.00,,0,1
,,,,86900,511941,"Brown and white hair",0.0000,fixed,01A-ML019-Pony-C,0.00,0,0.00,,0,1
"Deposit dining chair - padded",ae-000007,"ae | 01A Aeon 3: Standard Leather","Standard Leather ",86898,511927,Black,0.0000,fixed,01A-ML001-Black,0.00,0,0.00,,0,1
,,,,86898,511928,"Chocolate brown",0.0000,fixed,01A-ML025-Chocolate-Brown,0.00,0,0.00,,0,1
,,,,86898,511929,Brown,0.0000,fixed,01A-ML005-Brown,0.00,0,0.00,,0,1
,,,,86898,511930,"Dark red",0.0000,fixed,01A-ML023-Dark-Red,0.00,0,0.00,,0,1
,,,,86898,511931,Red,0.0000,fixed,01A-ML003-Red,0.00,0,0.00,,0,1
,,,,86898,511932,Beige,0.0000,fixed,01A-ML004-Beige,0.00,0,0.00,,0,1
,,,,86898,511933,"Cream white",0.0000,fixed,01A-ML002-Cream-White,0.00,0,0.00,,0,1
,,,,86898,511934,White,0.0000,fixed,01A-ML007-White,0.00,0,0.00,,0,1
"Deposit dining chair - padded",ae-000007,"ae | 01A Aeon 7: plywood veneer","Wood Finish",86899,511935,Walnut,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86899,511936,Cherry,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86899,511937,Rosewood,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86899,511938,"White oak",0.0000,fixed,,0.00,0,0.00,,0,1
"Deposit dining chair - padded",ae-000007,"aa | COM & RUSH","I Have My Own Material / Leather",86896,511925,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,1
"Deposit dining chair - padded",ae-000007,"aa | COM & RUSH","Need It Faster? Rush Delivery",86897,511926,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Deposit accent chair - pony cowhide",ae-000008,"ae | 01A Aeon 4: Cow Pony Hide Leather (premium)","Cow Hide Leather:",86904,511948,"Black, brown, white hair",0.0000,fixed,01A-ML008-Pony-A,0.00,0,0.00,,0,0
,,,,86904,511949,"Black and white hair",0.0000,fixed,01A-ML018-Pony-B,0.00,0,0.00,,0,0
,,,,86904,511950,"Brown and white hair",0.0000,fixed,01A-ML019-Pony-C,0.00,0,0.00,,0,0
"Deposit accent chair - pony cowhide",ae-000008,"ae | 01A Aeon 7: plywood veneer","Wood Finish",86903,511944,Walnut,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86903,511945,Cherry,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86903,511946,Rosewood,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86903,511947,"White oak",0.0000,fixed,,0.00,0,0.00,,0,1
"Deposit accent chair - pony cowhide",ae-000008,"aa | COM & RUSH","I Have My Own Material / Leather",86901,511942,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,0
"Deposit accent chair - pony cowhide",ae-000008,"aa | COM & RUSH","Need It Faster? Rush Delivery",86902,511943,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Geneva | Florence Counter Stool - Leather",ae-000009,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",82551,488674,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,82551,488675,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,82551,488676,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,82551,488677,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,82551,488678,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Geneva | Florence Counter Stool - Leather",ae-000009,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",82550,488665,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,82550,488666,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,0,1
,,,,82550,488667,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,82550,488668,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,82550,488669,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,82550,488670,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
,,,,82550,488671,Cream,40.0000,percent,YY1220-cream,0.00,0,0.00,,0,1
,,,,82550,488672,White,40.0000,percent,YY1221-white,0.00,0,0.00,,0,1
,,,,82550,488673,Red,40.0000,percent,YY1239-red,0.00,0,0.00,,0,1
"Geneva | Florence Counter Stool - Leather",ae-000009,"sb | 22S Shenzhen Brother 7: Waxy leather (premium)","Select a color:",82549,488659,Caramel,50.0000,percent,CARAMEL-A-60,0.00,0,0.00,,0,1
,,,,82549,488660,"Dark burgundy",50.0000,percent,DARK-BURGUNDY-A-9,0.00,0,0.00,,0,1
,,,,82549,488661,"Dark olive green",50.0000,percent,DARK-OLIVE-GREEN-A-11,0.00,0,0.00,,0,1
,,,,82549,488662,"Dark tan",50.0000,percent,DARK-TAN-A-80,0.00,0,0.00,,0,1
,,,,82549,488663,Black,50.0000,percent,MJ-Brother-Black-A-10,0.00,0,0.00,,0,1
,,,,82549,488664,Tan,50.0000,percent,MJ-Brother-KS2195-Tan,0.00,0,0.00,,0,1
"Geneva | Florence Counter Stool - Leather",ae-000009,"aa | COM & RUSH","I Have My Own Material / Leather",82547,488657,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,0
"Geneva | Florence Counter Stool - Leather",ae-000009,"aa | COM & RUSH","Need It Faster? Rush Delivery",82548,488658,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"DeWitt fiberglass shell armchair - eiffel base",ae-000015,"ae | 01A Aeon 9: Fiberglass",Fiberglass,86808,511489,Black,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511490,White,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511491,Ivory,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511492,"Warm gray",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511493,"Dark red",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511494,"Autumn green",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511495,"Lemon yellow",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511496,"Hot orange",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511497,"Tibet blue",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511498,"Spring green",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511499,"Flamingo pink",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86808,511500,"Latte brown",0.0000,fixed,,0.00,0,0.00,,0,1
"DeWitt fiberglass shell armchair - eiffel base",ae-000015,"aa | black and white","Select a color:",86807,511487,Black,0.0000,fixed,,0.00,0,0.00,,1,0
,,,,86807,511488,White,0.0000,fixed,,0.00,0,0.00,,1,0
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 1: Cashmere blend (cashmere blend 80% wool)","Select a color:",84957,501244,White,0.0000,fixed,B9010-White,0.00,0,0.00,,0,1
,,,,84957,501245,Black,0.0000,fixed,B9011-Black,0.00,0,0.00,,0,1
,,,,84957,501246,"Dark gray",0.0000,fixed,B9002-Darkish,0.00,0,0.00,,0,1
,,,,84957,501247,Wheat,0.0000,fixed,B9001-Wheat,0.00,0,0.00,,0,1
,,,,84957,501248,"Dark Red",0.0000,fixed,B9013-Red,0.00,0,0.00,,0,1
,,,,84957,501249,Red,0.0000,fixed,B9013CU-Red,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered chair",ae-000016,"nj | 17njm Saarinen table base color","Select table base color:",84948,501197,Black,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,84948,501198,White,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,84948,501199,Platinum,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,84948,501200,Silver,0.0000,fixed,,0.00,0,0.00,,0,0
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",84956,501235,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,84956,501236,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,84956,501237,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,84956,501238,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,84956,501239,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,84956,501240,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,84956,501241,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,84956,501242,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,84956,501243,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",84953,501231,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,84953,501232,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",84952,501221,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,84952,501222,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,84952,501223,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,84952,501224,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,84952,501225,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,84952,501226,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,84952,501227,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,84952,501228,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,84952,501229,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,84952,501230,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",84951,501216,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,84951,501217,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,84951,501218,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,84951,501219,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,84951,501220,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",84950,501207,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,84950,501208,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,0,1
,,,,84950,501209,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,84950,501210,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,84950,501211,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,84950,501212,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
,,,,84950,501213,Cream,40.0000,percent,YY1220-cream,0.00,0,0.00,,0,1
,,,,84950,501214,White,40.0000,percent,YY1221-white,0.00,0,0.00,,0,1
,,,,84950,501215,Red,40.0000,percent,YY1239-red,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered chair",ae-000016,"sb | 22S Shenzhen Brother 7: Waxy leather (premium)","Select a color:",84949,501201,Caramel,50.0000,percent,CARAMEL-A-60,0.00,0,0.00,,0,1
,,,,84949,501202,"Dark burgundy",50.0000,percent,DARK-BURGUNDY-A-9,0.00,0,0.00,,0,1
,,,,84949,501203,"Dark olive green",50.0000,percent,DARK-OLIVE-GREEN-A-11,0.00,0,0.00,,0,1
,,,,84949,501204,"Dark tan",50.0000,percent,DARK-TAN-A-80,0.00,0,0.00,,0,1
,,,,84949,501205,Black,50.0000,percent,MJ-Brother-Black-A-10,0.00,0,0.00,,0,1
,,,,84949,501206,Tan,50.0000,percent,MJ-Brother-KS2195-Tan,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 1: Cashmere blend (cashmere blend 80% wool)","Select a color:",84967,501297,White,0.0000,fixed,B9010-White,0.00,0,0.00,,0,1
,,,,84967,501298,Black,0.0000,fixed,B9011-Black,0.00,0,0.00,,0,1
,,,,84967,501299,"Dark gray",0.0000,fixed,B9002-Darkish,0.00,0,0.00,,0,1
,,,,84967,501300,Wheat,0.0000,fixed,B9001-Wheat,0.00,0,0.00,,0,1
,,,,84967,501301,"Dark Red",0.0000,fixed,B9013-Red,0.00,0,0.00,,0,1
,,,,84967,501302,Red,0.0000,fixed,B9013CU-Red,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"nj | 17njm Saarinen table base color","Select table base color:",84958,501250,Black,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,84958,501251,White,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,84958,501252,Platinum,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,84958,501253,Silver,0.0000,fixed,,0.00,0,0.00,,0,0
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",84966,501288,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,84966,501289,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,84966,501290,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,84966,501291,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,84966,501292,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,84966,501293,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,84966,501294,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,84966,501295,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,84966,501296,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",84963,501284,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,84963,501285,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",84962,501274,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,84962,501275,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,84962,501276,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,84962,501277,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,84962,501278,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,84962,501279,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,84962,501280,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,84962,501281,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,84962,501282,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,84962,501283,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",84961,501269,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,84961,501270,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,84961,501271,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,84961,501272,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,84961,501273,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",84960,501260,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,84960,501261,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,0,1
,,,,84960,501262,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,84960,501263,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,84960,501264,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,84960,501265,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
,,,,84960,501266,Cream,40.0000,percent,YY1220-cream,0.00,0,0.00,,0,1
,,,,84960,501267,White,40.0000,percent,YY1221-white,0.00,0,0.00,,0,1
,,,,84960,501268,Red,40.0000,percent,YY1239-red,0.00,0,0.00,,0,1
"Sandspoint tulip upholstered armchair",ae-000017,"sb | 22S Shenzhen Brother 7: Waxy leather (premium)","Select a color:",84959,501254,Caramel,50.0000,percent,CARAMEL-A-60,0.00,0,0.00,,0,1
,,,,84959,501255,"Dark burgundy",50.0000,percent,DARK-BURGUNDY-A-9,0.00,0,0.00,,0,1
,,,,84959,501256,"Dark olive green",50.0000,percent,DARK-OLIVE-GREEN-A-11,0.00,0,0.00,,0,1
,,,,84959,501257,"Dark tan",50.0000,percent,DARK-TAN-A-80,0.00,0,0.00,,0,1
,,,,84959,501258,Black,50.0000,percent,MJ-Brother-Black-A-10,0.00,0,0.00,,0,1
,,,,84959,501259,Tan,50.0000,percent,MJ-Brother-KS2195-Tan,0.00,0,0.00,,0,1
"DeWitt fiberglass shell chair - eiffel base",ae-000018,"ae | 01A Aeon 9: Fiberglass",Fiberglass,86810,511503,Black,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511504,White,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511505,Ivory,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511506,"Warm gray",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511507,"Dark red",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511508,"Autumn green",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511509,"Lemon yellow",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511510,"Hot orange",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511511,"Tibet blue",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511512,"Spring green",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511513,"Flamingo pink",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86810,511514,"Latte brown",0.0000,fixed,,0.00,0,0.00,,0,1
"DeWitt fiberglass shell chair - eiffel base",ae-000018,"aa | black and white","Select a color:",86809,511501,Black,0.0000,fixed,,0.00,0,0.00,,1,0
,,,,86809,511502,White,0.0000,fixed,,0.00,0,0.00,,1,0
"DeWitt fiberglass shell chair - dowel base",ae-000019,"ae | 01A Aeon 9: Fiberglass",Fiberglass,86813,511520,Black,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511521,White,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511522,Ivory,0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511523,"Warm gray",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511524,"Dark red",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511525,"Autumn green",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511526,"Lemon yellow",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511527,"Hot orange",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511528,"Tibet blue",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511529,"Spring green",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511530,"Flamingo pink",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86813,511531,"Latte brown",0.0000,fixed,,0.00,0,0.00,,0,1
"DeWitt fiberglass shell chair - dowel base",ae-000019,"aa | black and white","Select a color:",86811,511515,Black,0.0000,fixed,,0.00,0,0.00,,1,0
,,,,86811,511516,White,0.0000,fixed,,0.00,0,0.00,,1,0
"DeWitt fiberglass shell chair - dowel base",ae-000019,"ae | 01A Aeon 6: solid wood wax finish","Wood Wax Finish",86812,511517,"American walnut",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86812,511518,"American white oak",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,86812,511519,"American maple",0.0000,fixed,,0.00,0,0.00,,0,1
"Head chair - leather",ae-000020,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",84973,501335,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,84973,501336,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,84973,501337,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,84973,501338,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,84973,501339,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,84973,501340,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,84973,501341,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,84973,501342,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,84973,501343,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Head chair - leather",ae-000020,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",84972,501333,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,84972,501334,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Head chair - leather",ae-000020,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",84971,501323,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,84971,501324,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,84971,501325,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,84971,501326,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,84971,501327,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,84971,501328,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,84971,501329,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,84971,501330,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,84971,501331,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,84971,501332,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Head chair - leather",ae-000020,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",84970,501318,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,84970,501319,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,84970,501320,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,84970,501321,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,84970,501322,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Head chair - leather",ae-000020,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",84969,501309,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,84969,501310,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,0,1
,,,,84969,501311,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,84969,501312,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,84969,501313,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,84969,501314,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
