"Product Name","Product SKU","Template Name","Option Title","Option ID","Option Value ID","Option Value Title",Price,"Price Type","Option Value SKU","Option Value Qty","Option Value Manage Stock","Option Value Cost","Option Value Description","Fast Ship","Custom Order"
,,,,80263,466342,"Black Nero Marble",10.0000,percent,,0.00,0,0.00,,1,1
"Warrens side table",cs-000127,"yt | 33Y Ytoom 4: metals (polished & brushed)","Select a color:",80261,466334,"Stainless Steel",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,80261,466335,"Gun Metal Black",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,80261,466336,"18 Karat Gold",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,80261,466337,"Rose gold",0.0000,fixed,,0.00,0,0.00,,0,1
"Warrens side table",cs-000127,"yt | 33Y Ytoom 4: metals (polished & brushed)","Select a finish:",80262,466338,Brushed,0.0000,fixed,YT-metal-brushed,0.00,0,0.00,,0,0
,,,,80262,466339,Polished,0.0000,fixed,YT-metal-polished,0.00,0,0.00,,0,0
"Warrens 54"" dining table",cs-000129,"yt | 33Y Ytoom 6: florence table tops","Select finish:",80266,466349,"Clear Tempered Glass",10.0000,percent,,0.00,0,0.00,,1,1
,,,,80266,466350,"White Cararra Marble",10.0000,percent,,0.00,0,0.00,,1,1
,,,,80266,466351,"Black Nero Marble",10.0000,percent,,0.00,0,0.00,,0,1
"Warrens 54"" dining table",cs-000129,"yt | 33Y Ytoom 4: metals (polished & brushed)","Select a color:",80264,466343,"Stainless Steel",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,80264,466344,"Gun Metal Black",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,80264,466345,"18 Karat Gold",0.0000,fixed,,0.00,0,0.00,,0,1
,,,,80264,466346,"Rose gold",0.0000,fixed,,0.00,0,0.00,,0,1
"Warrens 54"" dining table",cs-000129,"yt | 33Y Ytoom 4: metals (polished & brushed)","Select a finish:",80265,466347,Brushed,0.0000,fixed,YT-metal-brushed,0.00,0,0.00,,0,0
,,,,80265,466348,Polished,0.0000,fixed,YT-metal-polished,0.00,0,0.00,,0,0
"Henrietta leather loveseat",cs-000132,"ae | 01A Aeon 3: Standard Leather","Standard Leather ",86152,508052,Black,0.0000,fixed,01A-ML001-Black,0.00,0,0.00,,0,1
,,,,86152,508053,"Chocolate brown",0.0000,fixed,01A-ML025-Chocolate-Brown,0.00,0,0.00,,0,1
,,,,86152,508054,Brown,0.0000,fixed,01A-ML005-Brown,0.00,0,0.00,,1,0
,,,,86152,508055,"Dark red",0.0000,fixed,01A-ML023-Dark-Red,0.00,0,0.00,,0,1
,,,,86152,508056,Red,0.0000,fixed,01A-ML003-Red,0.00,0,0.00,,1,0
,,,,86152,508057,Beige,0.0000,fixed,01A-ML004-Beige,0.00,0,0.00,,0,1
,,,,86152,508058,"Cream white",0.0000,fixed,01A-ML002-Cream-White,0.00,0,0.00,,0,1
,,,,86152,508059,White,0.0000,fixed,01A-ML007-White,0.00,0,0.00,,1,0
"Henrietta leather loveseat",cs-000132,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",86151,508047,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,86151,508048,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,86151,508049,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,86151,508050,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,86151,508051,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Henrietta leather loveseat",cs-000132,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",86150,508038,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,86150,508039,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,0,1
,,,,86150,508040,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,86150,508041,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,86150,508042,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,86150,508043,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
,,,,86150,508044,Cream,40.0000,percent,YY1220-cream,0.00,0,0.00,,0,1
,,,,86150,508045,White,40.0000,percent,YY1221-white,0.00,0,0.00,,0,1
,,,,86150,508046,Red,40.0000,percent,YY1239-red,0.00,0,0.00,,0,1
"Henrietta leather loveseat",cs-000132,"sb | 22S Shenzhen Brother 7: Waxy leather (premium)","Select a color:",86149,508032,Caramel,50.0000,percent,CARAMEL-A-60,0.00,0,0.00,,0,1
,,,,86149,508033,"Dark burgundy",50.0000,percent,DARK-BURGUNDY-A-9,0.00,0,0.00,,0,1
,,,,86149,508034,"Dark olive green",50.0000,percent,DARK-OLIVE-GREEN-A-11,0.00,0,0.00,,0,1
,,,,86149,508035,"Dark tan",50.0000,percent,DARK-TAN-A-80,0.00,0,0.00,,0,1
,,,,86149,508036,Black,50.0000,percent,MJ-Brother-Black-A-10,0.00,0,0.00,,0,1
,,,,86149,508037,Tan,50.0000,percent,MJ-Brother-KS2195-Tan,0.00,0,0.00,,0,1
"Henrietta leather loveseat",cs-000132,"aa | COM & RUSH","I Have My Own Material / Leather",86147,508030,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,1
"Henrietta leather loveseat",cs-000132,"aa | COM & RUSH","Need It Faster? Rush Delivery",86148,508031,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 1: Cashmere blend (cashmere blend 80% wool)","Select a color:",85091,501991,White,0.0000,fixed,B9010-White,0.00,0,0.00,,0,1
,,,,85091,501992,Black,0.0000,fixed,B9011-Black,0.00,0,0.00,,0,1
,,,,85091,501993,"Dark gray",0.0000,fixed,B9002-Darkish,0.00,0,0.00,,0,1
,,,,85091,501994,Wheat,0.0000,fixed,B9001-Wheat,0.00,0,0.00,,0,1
,,,,85091,501995,"Dark Red",0.0000,fixed,B9013-Red,0.00,0,0.00,,0,1
,,,,85091,501996,Red,0.0000,fixed,B9013CU-Red,0.00,0,0.00,,0,1
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",85090,501982,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,85090,501983,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,85090,501984,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,85090,501985,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,85090,501986,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,85090,501987,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,85090,501988,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,85090,501989,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,85090,501990,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",85089,501980,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,85089,501981,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",85088,501970,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,85088,501971,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,85088,501972,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,85088,501973,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,85088,501974,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,85088,501975,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,85088,501976,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,85088,501977,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,85088,501978,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,85088,501979,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",85087,501965,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,85087,501966,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,85087,501967,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,85087,501968,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,85087,501969,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",85086,501956,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,85086,501957,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,1,1
,,,,85086,501958,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,85086,501959,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,85086,501960,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,85086,501961,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
,,,,85086,501962,Cream,40.0000,percent,YY1220-cream,0.00,0,0.00,,0,1
,,,,85086,501963,White,40.0000,percent,YY1221-white,0.00,0,0.00,,0,1
,,,,85086,501964,Red,40.0000,percent,YY1239-red,0.00,0,0.00,,0,1
"Head chair",cs-000138,"sb | 22S Shenzhen Brother 7: Waxy leather (premium)","Select a color:",85085,501950,Caramel,50.0000,percent,CARAMEL-A-60,0.00,0,0.00,,0,1
,,,,85085,501951,"Dark burgundy",50.0000,percent,DARK-BURGUNDY-A-9,0.00,0,0.00,,0,1
,,,,85085,501952,"Dark olive green",50.0000,percent,DARK-OLIVE-GREEN-A-11,0.00,0,0.00,,0,1
,,,,85085,501953,"Dark tan",50.0000,percent,DARK-TAN-A-80,0.00,0,0.00,,0,1
,,,,85085,501954,Black,50.0000,percent,MJ-Brother-Black-A-10,0.00,0,0.00,,0,1
,,,,85085,501955,Tan,50.0000,percent,MJ-Brother-KS2195-Tan,0.00,0,0.00,,0,1
"Geneva 2-seater bench",cs-000139,"sb | 22S Shenzhen Brother 1: Cashmere blend (cashmere blend 80% wool)","Select a color:",85097,502020,White,0.0000,fixed,B9010-White,0.00,0,0.00,,0,1
,,,,85097,502021,Black,0.0000,fixed,B9011-Black,0.00,0,0.00,,0,1
,,,,85097,502022,"Dark gray",0.0000,fixed,B9002-Darkish,0.00,0,0.00,,0,1
,,,,85097,502023,Wheat,0.0000,fixed,B9001-Wheat,0.00,0,0.00,,0,1
,,,,85097,502024,"Dark Red",0.0000,fixed,B9013-Red,0.00,0,0.00,,0,1
,,,,85097,502025,Red,0.0000,fixed,B9013CU-Red,0.00,0,0.00,,0,1
"Geneva 2-seater bench",cs-000139,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",85096,502011,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,85096,502012,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,85096,502013,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,85096,502014,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,85096,502015,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,85096,502016,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,85096,502017,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,85096,502018,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,85096,502019,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Geneva 2-seater bench",cs-000139,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",85095,502009,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,85095,502010,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Geneva 2-seater bench",cs-000139,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",85094,501999,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,85094,502000,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,85094,502001,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,85094,502002,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,85094,502003,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,85094,502004,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,85094,502005,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,85094,502006,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,85094,502007,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,85094,502008,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Geneva 2-seater bench",cs-000139,"aa | COM & RUSH","I Have My Own Material / Leather",85092,501997,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,1
"Geneva 2-seater bench",cs-000139,"aa | COM & RUSH","Need It Faster? Rush Delivery",85093,501998,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Gainesville chair",cs-000140,"sb | 22S Shenzhen Brother 5: Italian leather (standard)","Select a color",82636,489091,"Off White",25.0000,percent,"SC5200-off white",0.00,0,0.00,,0,1
,,,,82636,489092,Tan,25.0000,percent,B7007-tan,0.00,0,0.00,,0,1
,,,,82636,489093,Red,25.0000,percent,SC438-red,0.00,0,0.00,,0,1
,,,,82636,489094,Black,25.0000,percent,SC8816-black,0.00,0,0.00,,0,1
,,,,82636,489095,Brown,25.0000,percent,WJ630-brown,0.00,0,0.00,,0,1
"Gainesville chair",cs-000140,"sb | 22S Shenzhen Brother 6: Aniline leather (premium)","Select a color:",82635,489082,Grey,40.0000,percent,KS948-grey,0.00,0,0.00,,0,1
,,,,82635,489083,Black,40.0000,percent,KS2095-black,0.00,0,0.00,,0,1
,,,,82635,489084,Brown,40.0000,percent,KS2119-brown,0.00,0,0.00,,0,1
,,,,82635,489085,Yellow,40.0000,percent,KS2699-yellow,0.00,0,0.00,,0,1
,,,,82635,489086,Camel,40.0000,percent,PS04-camel,0.00,0,0.00,,0,1
,,,,82635,489087,Coffee,40.0000,percent,TR202-coffee,0.00,0,0.00,,0,1
,,,,82635,489088,Cream,40.0000,percent,YY1220-cream,0.00,0,0.00,,0,1
,,,,82635,489089,White,40.0000,percent,YY1221-white,0.00,0,0.00,,0,1
,,,,82635,489090,Red,40.0000,percent,YY1239-red,0.00,0,0.00,,0,1
"Gainesville chair",cs-000140,"sb | 22S Shenzhen Brother 7: Waxy leather (premium)","Select a color:",82634,489076,Caramel,50.0000,percent,CARAMEL-A-60,0.00,0,0.00,,0,1
,,,,82634,489077,"Dark burgundy",50.0000,percent,DARK-BURGUNDY-A-9,0.00,0,0.00,,0,1
,,,,82634,489078,"Dark olive green",50.0000,percent,DARK-OLIVE-GREEN-A-11,0.00,0,0.00,,0,1
,,,,82634,489079,"Dark tan",50.0000,percent,DARK-TAN-A-80,0.00,0,0.00,,0,1
,,,,82634,489080,Black,50.0000,percent,MJ-Brother-Black-A-10,0.00,0,0.00,,0,1
,,,,82634,489081,Tan,50.0000,percent,MJ-Brother-KS2195-Tan,0.00,0,0.00,,0,1
"Gainesville chair",cs-000140,"sb | 22S Shenzhen Brother 8: Cow Pony Hide leather (premium)","Select a hide:",82633,489074,"Black and white hair",60.0000,percent,,0.00,0,0.00,,0,1
,,,,82633,489075,"Brown and white hair",60.0000,percent,,0.00,0,0.00,,0,1
"Gainesville chair",cs-000140,"aa | COM & RUSH","I Have My Own Material / Leather",82631,489072,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,1
"Gainesville chair",cs-000140,"aa | COM & RUSH","Need It Faster? Rush Delivery",82632,489073,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Westbury armchair",cs-000147,"ae | 01A Aeon 2: Grade T","85% Wool, 15% Nylon",86498,509700,Red,0.0000,fixed,01A-T501-red,0.00,0,0.00,,0,0
,,,,86498,509701,Black,0.0000,fixed,01A-T502-black,0.00,0,0.00,,0,0
,,,,86498,509702,"Dark blue",0.0000,fixed,01A-T503-dark-blue,0.00,0,0.00,,0,0
,,,,86498,509703,Brown,0.0000,fixed,01A-T504-brown,0.00,0,0.00,,0,0
,,,,86498,509704,"Warm gray",0.0000,fixed,01A-T505-warm-grey,0.00,0,0.00,,0,0
,,,,86498,509705,"Light gray",0.0000,fixed,01A-T506-light-grey,0.00,0,0.00,,0,0
,,,,86498,509706,Burgundy,0.0000,fixed,01A-T507-burgundy,0.00,0,0.00,,0,0
,,,,86498,509707,"Light blue",0.0000,fixed,01A-T508-light-blue,0.00,0,0.00,,0,0
,,,,86498,509708,"Dark green",0.0000,fixed,01A-T509-dark-green,0.00,0,0.00,,0,0
,,,,86498,509709,Orange,0.0000,fixed,01A-T511-orange,0.00,0,0.00,,0,0
,,,,86498,509710,"Burnt orange",0.0000,fixed,01A-T512-burnt-orange,0.00,0,0.00,,0,0
"Westbury armchair",cs-000147,"aa | leatherette","Select a color:",86493,509664,White,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509665,Black,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509666,"Deep Red",0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509667,Red,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509668,Orange,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509669,Yellow,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509670,Tan,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509671,Green,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,86493,509672,Blue,0.0000,fixed,,0.00,0,0.00,,0,0
"Westbury armchair",cs-000147,"sb | 22S Shenzhen Brother 1: Cashmere blend (cashmere blend 80% wool)","Select a color:",86497,509694,White,0.0000,fixed,B9010-White,0.00,0,0.00,,0,1
,,,,86497,509695,Black,0.0000,fixed,B9011-Black,0.00,0,0.00,,0,1
,,,,86497,509696,"Dark gray",0.0000,fixed,B9002-Darkish,0.00,0,0.00,,0,1
,,,,86497,509697,Wheat,0.0000,fixed,B9001-Wheat,0.00,0,0.00,,0,1
,,,,86497,509698,"Dark Red",0.0000,fixed,B9013-Red,0.00,0,0.00,,0,1
,,,,86497,509699,Red,0.0000,fixed,B9013CU-Red,0.00,0,0.00,,0,1
"Westbury armchair",cs-000147,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",86496,509685,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,86496,509686,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,86496,509687,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,86496,509688,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,86496,509689,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,86496,509690,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,86496,509691,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,86496,509692,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,86496,509693,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Westbury armchair",cs-000147,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",86495,509683,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,86495,509684,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Westbury armchair",cs-000147,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",86494,509673,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,86494,509674,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,86494,509675,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,86494,509676,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,86494,509677,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,86494,509678,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,86494,509679,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,86494,509680,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,86494,509681,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,86494,509682,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Westbury armchair",cs-000147,"aa | COM & RUSH","I Have My Own Material / Leather",86491,509662,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,1
"Westbury armchair",cs-000147,"aa | COM & RUSH","Need It Faster? Rush Delivery",86492,509663,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Jasper ottoman",cs-000149,"ae | 01A Aeon 1: Grade B","75% Wool, 25% Nylon",86710,510914,Black,15.0000,percent,01A-B201-Black,0.00,0,0.00,,0,0
,,,,86710,510915,Gray,15.0000,percent,01A-B206-Gray,0.00,0,0.00,,0,0
,,,,86710,510916,Brown,15.0000,percent,01A-B202-Brown,0.00,0,0.00,,0,0
,,,,86710,510917,Green,15.0000,percent,01A-B203-Green,0.00,0,0.00,,0,0
,,,,86710,510918,Strawberry,15.0000,percent,01A-B204-Strawberry,0.00,0,0.00,,0,0
,,,,86710,510919,Red,15.0000,percent,01A-B208-Red,0.00,0,0.00,,0,0
"Jasper ottoman",cs-000149,"ae | 01A Aeon 2: Grade T","85% Wool, 15% Nylon",86709,510903,Red,0.0000,fixed,01A-T501-red,0.00,0,0.00,,0,1
,,,,86709,510904,Black,0.0000,fixed,01A-T502-black,0.00,0,0.00,,0,1
,,,,86709,510905,"Dark blue",0.0000,fixed,01A-T503-dark-blue,0.00,0,0.00,,0,1
,,,,86709,510906,Brown,0.0000,fixed,01A-T504-brown,0.00,0,0.00,,0,1
,,,,86709,510907,"Warm gray",0.0000,fixed,01A-T505-warm-grey,0.00,0,0.00,,0,1
,,,,86709,510908,"Light gray",0.0000,fixed,01A-T506-light-grey,0.00,0,0.00,,0,1
,,,,86709,510909,Burgundy,0.0000,fixed,01A-T507-burgundy,0.00,0,0.00,,0,1
,,,,86709,510910,"Light blue",0.0000,fixed,01A-T508-light-blue,0.00,0,0.00,,0,1
,,,,86709,510911,"Dark green",0.0000,fixed,01A-T509-dark-green,0.00,0,0.00,,0,1
,,,,86709,510912,Orange,0.0000,fixed,01A-T511-orange,0.00,0,0.00,,0,1
,,,,86709,510913,"Burnt orange",0.0000,fixed,01A-T512-burnt-orange,0.00,0,0.00,,0,1
"Jasper ottoman",cs-000149,"sb | 22S Shenzhen Brother 1: Cashmere blend (cashmere blend 80% wool)","Select a color:",86708,510897,White,0.0000,fixed,B9010-White,0.00,0,0.00,,0,1
,,,,86708,510898,Black,0.0000,fixed,B9011-Black,0.00,0,0.00,,0,1
,,,,86708,510899,"Dark gray",0.0000,fixed,B9002-Darkish,0.00,0,0.00,,0,1
,,,,86708,510900,Wheat,0.0000,fixed,B9001-Wheat,0.00,0,0.00,,0,1
,,,,86708,510901,"Dark Red",0.0000,fixed,B9013-Red,0.00,0,0.00,,0,1
,,,,86708,510902,Red,0.0000,fixed,B9013CU-Red,0.00,0,0.00,,0,1
"Jasper ottoman",cs-000149,"sb | 22S Shenzhen Brother 2: Cashmere (100% Wool Imported Cashmere)","Select a color:",86707,510888,Black,10.0000,fixed,22S-B9011W-Black,0.00,0,0.00,,0,1
,,,,86707,510889,Grey,10.0000,fixed,22S-B9016W-Grey,0.00,0,0.00,,0,1
,,,,86707,510890,Rose,10.0000,fixed,22S-B9018W,0.00,0,0.00,,0,1
,,,,86707,510891,Red,10.0000,fixed,22S-B9013W-Red,0.00,0,0.00,,0,1
,,,,86707,510892,Orange,10.0000,fixed,22S-B9017W-Orange,0.00,0,0.00,,0,1
,,,,86707,510893,Blue,10.0000,fixed,22S-B9012W-Blue,0.00,0,0.00,,0,1
,,,,86707,510894,Green,10.0000,fixed,22S-SB-B9008W-Green,0.00,0,0.00,,0,1
,,,,86707,510895,Emerald,10.0000,fixed,22S-B9014W-Emerald,0.00,0,0.00,,0,1
,,,,86707,510896,Purple,10.0000,fixed,22S-B9015W-Purple,0.00,0,0.00,,0,1
"Jasper ottoman",cs-000149,"sb | 22S Shenzhen Brother 3: Camira (Wool | Wool blend)","Select a fabric:",86706,510886,"Stripes: 95% Wool 5% Nylon",15.0000,percent,Aqua-SZYO2,0.00,0,0.00,,0,1
,,,,86706,510887,"Gravel: 100% Wool",15.0000,percent,Gravel-ZAN08,0.00,0,0.00,,0,1
"Jasper ottoman",cs-000149,"sb | 22S Shenzhen Brother 4: Camira Hemp","Select a color:",86705,510876,Gold,20.0000,percent,HP03-Gorse,0.00,0,0.00,,0,1
,,,,86705,510877,Orange,20.0000,percent,HP08-Pollen,0.00,0,0.00,,0,1
,,,,86705,510878,Red,20.0000,percent,HP12-Alec,0.00,0,0.00,,0,1
,,,,86705,510879,"Light gray",20.0000,percent,HP16-Dew,0.00,0,0.00,,0,1
,,,,86705,510880,Periwinkle,20.0000,percent,HP17-Nurture,0.00,0,0.00,,0,1
,,,,86705,510881,"Light blue",20.0000,percent,HP18-Dale,0.00,0,0.00,,0,1
,,,,86705,510882,Green,20.0000,percent,HP19-Acre,0.00,0,0.00,,0,1
,,,,86705,510883,"Blue green",20.0000,percent,HP20-Trough,0.00,0,0.00,,0,1
,,,,86705,510884,Blue,20.0000,percent,HP23-Barn,0.00,0,0.00,,0,1
,,,,86705,510885,Black,20.0000,percent,HP30-Sickle,0.00,0,0.00,,0,1
"Jasper ottoman",cs-000149,"aa | COM & RUSH","I Have My Own Material / Leather",86703,510874,"Yes, I'd like to use my own material",15.0000,percent,,0.00,0,0.00,,0,1
"Jasper ottoman",cs-000149,"aa | COM & RUSH","Need It Faster? Rush Delivery",86704,510875,Yes,75.0000,percent,,0.00,0,0.00,,0,0
"Sandlake 20"" round tulip side table wood",cs-000152,"aa | black and white","Select a color:",80141,466076,Black,0.0000,fixed,,0.00,0,0.00,,1,0
,,,,80141,466077,White,0.0000,fixed,,0.00,0,0.00,,0,1
"Sandlake 20"" round tulip side table wood",cs-000152,"nj | 17njm Saarinen table base color","Select table base color:",80138,466070,Black,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,80138,466071,White,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,80138,466072,Platinum,0.0000,fixed,,0.00,0,0.00,,0,0
,,,,80138,466073,Silver,0.0000,fixed,,0.00,0,0.00,,0,0
